Index,Origin,Dest
438313,MSP,LAX
78437,LAS,RNO
382929,LAX,SJC
810694,ORD,ATW
785174,DEN,MEM
473327,DTW,TYS
417874,RDU,JFK
460927,DTW,MBS
634989,SAN,SMF
265569,DEN,CLT
246798,PDX,ORD
2677,BUR,LAS
722861,CLE,ABE
95713,COS,SMF
597886,JFK,SLC
10732,ONT,SJC
1046950,CMH,MEM
1040963,MSP,CMX
628773,SJC,LAX
365289,MCO,CLT
947573,MCI,ATL
524789,DTW,DFW
40490,OKC,HOU
38642,BUR,OAK
205058,FAR,ORD
669791,JAX,FLL
178624,SFO,BUR
399310,FNT,ORD
1001795,LGA,CVG
888257,BHM,BNA
123123,IAH,LFT
286043,MCO,PHX
922709,DTW,ATL
65472,HOU,MSY
713366,TYS,IAH
808938,COS,DEN
39690,LAS,TUS
336790,DTW,ATL
45509,BUR,PHX
330018,ATL,OAJ
48520,TPA,MDW
501705,LAS,DFW
716612,IAH,MAF
77184,TPA,BNA
1015402,RSW,MSP
508910,MCO,DFW
821429,IAH,SFO
63810,SAN,OAK
749632,PVD,JFK
837607,BWI,LAX
420320,LGA,CVG
102100,DEN,LAX
388775,MCI,DAL
160873,LEX,CVG
558926,JFK,SYR
155425,RDU,BOS
490800,LGA,DFW
716561,IAH,DFW
295743,BWI,BHM
1004817,MSP,FSD
588691,FLL,BDL
149935,CLT,JFK
602069,FLL,CVG
911647,MOB,ATL
48319,SMF,PDX
607657,LAX,SMF
851309,PVD,CLT
532267,ITO,HNL
344641,ATL,JAN
63418,PHL,PVD
514759,RDU,STL
28440,SAT,DAL
254246,MCO,IAD
395286,CVG,DFW
680366,RDU,TPA
997369,JAX,RDU
565626,IAH,JAX
715155,EWR,CMH
569839,EWR,DEN
552975,TPA,JFK
583367,CLE,LAS
901307,PDX,ATL
699199,BHM,RDU
675098,CLE,MDW
927938,CVG,EWR
77470,BNA,LAS
864650,LAS,LAX
536004,DEN,SEA
890575,LGA,FLL
589628,ATL,IAD
940318,BWI,CLT
465021,IND,PHL
833549,SAN,SFO
613134,BUF,TPA
992198,CMH,ORD
850210,SMF,LAS
667277,OAK,DEN
582430,IAH,SFO
993164,ORD,ATL
441128,DTW,PIT
1015444,DEN,MSP
252805,SFO,LAS
632617,BWI,MCO
789048,LAX,SAN
688417,BWI,ISP
796612,MCI,COS
220464,SFO,HNL
96942,MSY,RDU
817861,ORD,DEN
119059,MKE,IAH
645830,TPA,MSY
888088,TPA,PHX
509617,DFW,TPA
299485,LAS,LAX
624208,IAD,TPA
947182,ATL,IAD
29854,HOU,PHX
61447,BWI,CMH
945342,ATL,LGA
466826,MSP,PIT
666002,DEN,SEA
977613,TXK,DFW
333249,ATL,BMI
355661,ATL,PNS
456442,MSN,LGA
592316,BOS,FLL
337349,ATL,GPT
945596,GPT,FLL
351830,DEN,SNA
520725,MIA,TPA
728841,ORD,GSP
466478,MSP,PIT
885129,BWI,FLL
341032,CAE,ATL
875835,CLT,BOS
156399,CVG,LEX
554770,JFK,PWM
1041599,DTW,IND
88278,IND,MDW
53974,RDU,PHL
497565,BOS,SJU
36914,OAK,BUR
415806,CVG,MIA
52628,FLL,STL
1207,ORF,JAX
398620,DFW,GRK
189382,MLI,DEN
369213,MLI,ATL
46323,LAS,AUS
159704,SAT,CVG
204408,SLC,MCI
723918,EWR,IAD
442190,CLT,MSP
788690,TWF,SLC
1037947,DTW,FWA
610420,HOU,PHX
537808,ANC,FAI
677580,TPA,BUF
349620,DEN,LAX
540936,ORD,SEA
56764,PHX,MDW
994217,ORD,GRR
276399,SAN,LAS
813388,HNL,SFO
167916,PHL,CVG
97260,OMA,SAN
759888,IAH,CVG
741762,ORD,MSN
634761,PIT,BWI
140281,LAS,PHX
215659,BFL,SFO
691601,BNA,AUS
539729,SEA,SNA
865319,SEA,PHL
602613,PHX,ATL
74197,SAT,LAS
300568,PDX,GEG
312600,ORD,ATL
699115,MSY,SAT
197521,DEN,OMA
354765,ATL,DEN
638196,PIT,BWI
771671,PSP,LAX
593434,CLT,ATL
278094,CLT,MCO
571057,CLE,MCO
328188,ATL,BMI
479332,LAX,MIA
522592,DFW,SEA
321154,ATL,MCI
769502,MKE,PIT
164982,CVG,LAN
483243,BUR,DFW
315542,VPS,ATL
943286,ATL,DCA
165730,MCI,CVG
463422,FAR,MSP
67997,AUS,DAL
498664,ORD,DEN
714968,IAH,XNA
517009,DFW,STL
365803,DAY,TPA
1014470,MCO,MSP
133863,IAD,MCI
238320,ORD,LGA
30788,OAK,SAN
618267,MSY,DAL
13659,MDW,IND
402348,ORD,GRR
262394,PHX,PIT
847260,LAX,MSY
99057,MCI,MSY
377249,OGG,HNL
531885,OGG,HNL
371509,ATL,STL
858985,STL,PHX
160647,JFK,BOS
1004385,MSP,ORD
880799,BOS,PHX
127443,CLT,EWR
529034,DFW,LAX
786936,MCI,CMH
601404,ATL,CLT
98412,MSY,RDU
852684,SFO,PHX
408231,ROC,ORD
719190,MCI,IAH
741007,ORD,CLT
156607,CVG,STL
708248,OKC,IAH
978255,DFW,ABI
471721,LIT,DTW
99704,SLC,DEN
1014503,MSP,SFO
857439,ONT,PHX
666006,DEN,SLC
279277,CLT,BOS
793042,MSN,DEN
379604,FAT,LAX
722134,RIC,IAH
482725,MIA,ATL
571516,EWR,MSP
518996,DFW,ATL
604884,RSW,CVG
483492,DFW,SFO
860182,SMF,PHX
46984,MDW,ISP
540449,OME,ANC
119989,IAD,EWR
480397,LGA,ORD
729714,RNO,PHX
982997,ORD,CVG
635170,SJC,LAX
693579,OAK,SLC
723562,PBI,IAH
27592,MSY,BWI
709101,OMA,IAH
592922,BOS,LGA
828577,ORD,DCA
226045,BWI,SFO
894300,JFK,LAS
583548,IAH,SAT
967231,DFW,AEX
919544,XNA,ATL
548199,FLL,JFK
269456,DCA,LGA
937971,DEN,LAS
348675,DEN,AUS
921487,OMA,ATL
507827,IAD,DFW
330982,ATL,TLH
638849,STL,DTW
104807,IAH,ORD
143910,MTJ,DEN
726100,IAH,COS
743430,CLT,DTW
814017,ORD,LAX
525441,ORD,JAC
962341,HNL,OGG
442605,MSP,BWI
617393,JAX,BNA
319370,DCA,LGA
20257,MAF,DAL
821619,JAC,DEN
6398,DAL,STL
183072,MFR,PDX
909144,SNA,CVG
225447,ORD,MCI
892117,LGA,ATL
463390,CVG,MSP
362363,ATL,DEN
431950,DTW,MKE
911116,GPT,ATL
999369,DCA,RDU
173796,SFO,PSP
769967,LAX,SLC
995177,HPN,ORD
116182,DCA,EWR
685712,LAS,BNA
483327,ORD,LGA
638544,SEA,SLC
458253,CID,DTW
58446,ELP,SAT
10721,ONT,PHX
100080,SLC,PDX
268458,MCO,PHL
460454,FWA,DTW
999577,RDU,DCA
543214,PHX,PDX
725290,IAH,COS
452129,DTW,MKE
1048055,HSV,MEM
779849,ORD,IND
283828,PHX,TPA
741891,PVD,IAD
15559,BOI,PDX
944941,HPN,FLL
443003,MSP,DEN
592027,ATL,DEN
134220,SLC,PHX
974979,CRP,DFW
868993,SFO,PHL
479382,SJU,LAX
1041289,MSP,FAR
286112,ORD,PHL
394013,DFW,MAF
33165,LBB,LAS
306173,SLC,PHL
693280,MDW,MCO
325269,ROA,ATL
451299,STL,DTW
947674,MKE,BWI
463845,LGA,GRR
873412,DCA,BOS
719220,IAH,DAL
744959,DEN,MTJ
756276,BOS,CVG
541446,KTN,SIT
300764,PHX,MDW
807765,PSC,DEN
983668,ORD,GRB
413219,RST,ORD
984450,BHM,ORD
453030,DTW,PHL
954960,FLL,PHL
274101,CLT,DCA
117089,IAH,PHX
198262,FCA,SLC
538029,FAI,ANC
525483,PHX,DFW
415149,MIA,CMH
879211,PIT,MCO
778773,OMA,ORD
794992,SUN,SLC
996177,ORD,CLT
558569,SAN,BOS
563630,IAH,SAT
366353,ATL,STL
411397,ORD,CMH
995248,ORD,HPN
192551,ORD,ATW
854809,ORD,PHL
213654,SLC,MSO
194465,COS,LAX
819869,PHL,ORD
911310,MEM,CVG
986706,CVG,ORD
412964,CLT,MIA
726554,CLE,GRR
86998,STL,ABQ
693612,OMA,LAS
994096,SDF,MIA
217287,SFO,MRY
114286,XNA,IAH
594532,DEN,CVG
960474,KOA,HNL
666620,LAX,BNA
649014,SMF,BUR
818771,BWI,SFO
737941,GJT,DEN
672938,LAS,LAX
51894,STL,TPA
905304,ATL,PHL
392771,DFW,PIT
516804,DFW,SNA
672999,LAS,PHX
650223,LAS,ONT
637674,OAK,LAX
137053,RIC,CLT
1002621,CMH,LGA
1037118,DAY,DTW
122477,RDU,EWR
844044,LAS,LAX
172726,SBP,SLC
334772,ATL,HHH
998969,DCA,RDU
777459,DEN,FAR
628795,SJC,SAN
566534,DFW,IAH
2795,BWI,HOU
315548,DFW,SLC
975606,MKE,DFW
300762,PHX,MDW
773429,SBA,SFO
661313,SFO,LAS
638662,SLC,BOI
29182,BHM,STL
391097,AMA,DFW
116796,IAH,TUS
677239,SEA,OAK
356065,MSY,ATL
337028,LFT,ATL
260362,CLT,LAX
602827,ATL,DCA
682664,MAF,HOU
96461,GEG,SMF
849837,PBI,LAS
846058,LAS,IAD
412611,ORD,MLI
68766,FLL,MSY
848538,LAX,LAS
834649,ORD,SFO
544083,SAN,SEA
1045053,CLT,MEM
385399,DFW,SHV
384897,DFW,MLU
876394,PHL,BOS
430050,DFW,MSP
80413,ALB,MCO
467362,TUL,MSP
992412,ORD,HSV
438387,OGG,KOA
566176,FLL,EWR
503228,TPA,MIA
738191,ORD,SBN
87097,TPA,DEN
763597,CVG,FLL
73835,PHX,OKC
180617,DFW,CVG
148186,ORD,CAK
377162,LIH,HNL
410464,CVG,ORD
974946,DFW,GSO
760879,ORD,CVG
848672,OGG,PHX
829403,ORD,DCA
918038,ATL,FSM
826392,BOS,ORD
67670,SNA,OAK
994241,CVG,ORD
239526,DEN,SFO
543381,SEA,SNA
80131,SNA,OAK
754490,GRR,CVG
97672,SAN,COS
63938,SDF,PHX
255595,DEN,LAS
821255,PDX,SFO
643503,HOU,STL
997696,CMH,BOS
476016,BHM,MEM
573930,EWR,RDU
54063,SAN,PHX
649054,SMF,PDX
555637,EWR,FLL
383835,TYR,DFW
278425,LAS,LAX
992657,FWA,ORD
128250,IAH,LEX
226598,ATL,ORD
574411,CLE,EWR
375614,HNL,OGG
1039970,DTW,SDF
627670,MAF,DAL
401609,SDF,ORD
658285,TPA,MDW
454940,MSP,STL
923064,ATL,LYH
592642,ATL,BHM
42694,HOU,DEN
868642,PHL,LAS
755980,TYS,LGA
447857,LAN,DTW
313018,ATL,JAX
34745,STL,OKC
586215,FLL,EWR
425100,MSP,JAX
982583,ORD,ROC
244179,DEN,IAD
400372,ORD,SGF
675719,LAS,OAK
999422,BOS,JFK
683282,OAK,SNA
208831,DEN,XNA
925831,CHA,ATL
162114,JFK,AUS
860922,MCO,DCA
544832,ANC,FAI
176541,MFR,PDX
940293,BOS,BWI
141056,MDT,IAD
250911,DEN,PHX
450132,CMH,DTW
285014,PHX,LAS
193372,SLC,ABQ
648541,PVD,MDW
452137,DTW,MKE
584680,LAS,EWR
452995,PHL,DTW
1036184,DTW,CID
183940,SGU,SLC
771131,PIT,MKE
886605,MDW,PHX
968135,DFW,ACT
565587,FLL,IAH
250001,SFO,SNA
477710,HNL,SFO
243390,SFO,LAX
62297,LAS,OKC
217645,PIA,ORD
613403,CMH,MDW
355334,PBI,HPN
347435,LAS,DEN
46863,MCO,MSY
1005390,MEM,LAS
160134,PHL,BOS
510448,ORD,DEN
266361,SJU,CLT
224456,SAN,IAD
373840,ATL,BUF
125934,DAY,EWR
1003769,MSP,PHX
355233,MCO,FNT
502194,MSY,MIA
108039,IAH,MAF
543766,SEA,SAN
516925,DFW,RDU
1017069,DTW,MSP
430161,DTW,MCO
1024068,DTW,LAS
409199,DBQ,ORD
641099,OAK,LAS
492050,BOS,ORD
489233,DFW,CMH
18068,SAN,OAK
298123,STL,DTW
107902,DTW,EWR
721877,SDF,EWR
469759,MEM,TLH
806164,ATL,MSP
355104,FLL,ATL
106349,IAH,DAL
474864,MEM,CLT
696537,TUS,AUS
675746,LAS,PHX
729444,LAN,ORD
19670,HOU,DAL
687769,SNA,SJC
239370,DEN,BWI
54764,BNA,PHX
383824,TYR,DFW
921156,SWF,ATL
16650,LAS,SMF
1046165,SDF,MEM
953167,ATL,FNT
861629,BUR,PHX
976777,DFW,CID
234953,CLT,ORD
941582,ATL,RSW
650692,MDW,MHT
529753,ITO,HNL
414413,MEM,ORD
436477,DTW,MHT
560791,EWR,FLL
424624,MSP,JFK
28596,SJC,LAX
617599,LAS,SAT
1007728,FLL,DTW
1026135,MEM,DEN
153440,JFK,IND
87285,AMA,DAL
681350,BNA,MDW
88975,MDW,CMH
883253,SAV,CLT
394606,DFW,HSV
356418,ATL,RIC
797657,COS,ORD
283225,IAH,CLT
486685,STL,LAX
37236,PHL,MDW
782020,ATL,COS
793454,DFW,CVG
846671,ORD,LAS
730987,ORD,MDT
347167,DEN,FLL
883710,CMH,PHX
80653,BUR,LAS
150717,DEN,GJT
137448,IAH,PHX
24617,PHX,LAS
399478,ORD,DCA
622881,SMF,SAN
103304,JAN,IAH
189236,ORD,LAN
618287,MSY,MCO
403305,SGF,ORD
386841,DAL,MCI
586874,AUS,IAH
346363,DEN,BNA
59484,MDW,OMA
565526,IAH,LGA
124909,BUF,EWR
728859,ORD,ROC
597356,ATL,RIC
460606,DTW,CHS
817681,SLC,DEN
315015,SLC,SMF
607227,HOU,SAT
229210,SJC,DEN
257085,PHL,SFO
101701,LAX,SMF
359414,BWI,FLL
238313,ORD,LGA
637445,MDW,MCI
772326,BOI,SFO
837704,IAD,TUS
265555,DCA,PHX
336679,MDT,ATL
382298,SNA,SJC
822998,ALB,ORD
68670,DEN,PHX
944400,MDW,ATL
241152,ABQ,IAD
586014,EWR,PBI
555235,JFK,IAD
156255,DSM,CVG
22640,BWI,PBI
237701,ORD,SJC
104321,STL,IAH
79275,ONT,PHX
83054,RNO,SAN
899298,BOS,LGA
552024,DEN,JFK
125675,BTV,EWR
109262,EWR,MKE
159260,BWI,JFK
111819,EWR,GSP
526975,GUC,DFW
581852,IAH,FLL
358461,ATL,DCA
893563,PBI,ATL
764121,JFK,BDL
4159,MDW,DTW
8687,ALB,MDW
270336,SJU,CLT
484611,SFO,MIA
165001,CVG,BNA
700745,EUG,LAX
282557,PIT,LAX
193750,SFO,BFL
241950,SFO,SEA
194374,SFO,BOI
126437,MSN,EWR
487218,DFW,SEA
325488,ATL,FAY
1006509,BOS,DTW
778865,BZN,SFO
833258,ORD,BWI
237191,BWI,DEN
277194,LGA,BOS
535336,SEA,ANC
42178,BWI,JAN
85441,MCO,IND
601486,SNA,ATL
406125,IND,MIA
207476,SLE,SLC
421395,FNT,LGA
319008,ATL,LAX
567042,CLE,PHX
367521,ATL,FLL
556772,JFK,BUF
68747,FLL,ISP
172630,SGU,SLC
867663,PHX,SJC
357511,MKE,ATL
100151,ONT,SLC
668760,AUS,DAL
64071,SJC,RNO
301705,ABQ,DAL
399406,CMI,ORD
738731,ITO,HNL
371674,HOU,ATL
418212,RDU,JFK
626767,BOI,PDX
564522,IAH,SEA
588525,SLC,LAS
760623,SAT,CVG
197699,BOI,LAX
923963,ATL,MEM
686049,LAX,SMF
961905,ITO,HNL
834838,ORD,SFO
181890,LAX,SAT
678360,DAL,MAF
252911,FLL,ORD
195289,SAN,LAX
78488,LAS,SMF
515360,STL,LAX
123247,EWR,BTV
866730,SNA,PHX
724288,MLU,IAH
343188,ATL,RIC
181745,DRO,DEN
892180,SRQ,ATL
178637,FAT,SFO
917994,ATL,MYR
789196,SFO,SBA
582362,IND,IAH
230493,DEN,SFO
217067,MSP,SLC
620394,DAL,MSY
300463,OMA,LAS
508107,DFW,TPA
210876,LAX,MRY
737405,LAX,LAS
250173,ORD,RDU
31956,BHM,DAL
444663,DTW,LAS
510772,TPA,DFW
267829,BUF,CLT
235151,RNO,SFO
290885,LGA,DCA
155018,MDW,ATL
348832,PDX,DEN
498442,ORD,ATL
716689,IAH,MSP
110201,ICT,IAH
1046022,HSV,MEM
619479,SNA,PHX
674785,BNA,BWI
289207,CLT,MCO
922840,ATL,ORF
727417,OAK,PHX
939199,MCO,ATL
44833,SLC,PHX
696530,SMF,TUS
163562,CLT,LGA
215047,BWI,MKE
64927,BWI,MCO
776078,SLC,SGU
527322,DFW,ORD
761389,AUS,ATL
876810,TPA,CLT
211994,SLC,SJC
728993,RIC,CLT
185297,DEN,SGF
323556,ATL,DTW
512212,PHL,DFW
592955,LGA,DCA
6523,FLL,PVD
475912,MEM,PHL
582862,CMH,EWR
34837,TPA,SDF
453748,CVG,EWR
428089,JFK,MSP
475404,BTR,MEM
496785,DFW,SAT
807910,SLC,CDC
787738,GEG,SEA
646101,BNA,DEN
260738,LAS,PHL
392979,DFW,GSO
558303,JFK,BUF
716510,SHV,IAH
731941,TUS,PHX
210866,LAX,SBP
139558,JFK,CLT
781195,SFO,MOD
969915,DFW,MLU
119214,SAV,IAH
1035026,HSV,DTW
10050,LIT,DAL
673378,MDW,CMH
511281,SFO,ORD
77721,BWI,PVD
466919,MSP,GTF
17001,MCO,PVD
250442,EGE,DEN
386535,MCI,DAL
740717,DEN,SAT
433989,MSP,PDX
353492,MKE,DEN
880623,SJC,LAS
18313,SJC,PHX
833019,PHL,ORD
51349,SAN,LAS
431418,DTW,ATL
891967,LGA,DCA
441129,DTW,PIT
879683,CLT,PHX
814638,SFO,ORD
385233,LAW,DFW
46358,LAS,DEN
1037980,GSP,DTW
832026,ORD,ICT
427572,DTW,MEM
218412,SFO,JFK
15455,BHM,MDW
114860,IAH,LFT
853392,LGA,BOS
458612,BGR,DTW
973373,SDF,DFW
350658,DEN,SFO
725416,PNS,IAH
269839,OAK,PHX
885494,DTW,BNA
494069,MIA,PHL
233891,OMA,ORD
134397,CPR,DEN
648285,PHL,RDU
195435,BFL,SFO
18230,SEA,SLC
310929,OGG,SLC
223054,SNA,SFO
868600,PDX,PHX
86110,PHL,FLL
449226,FNT,MCO
915711,ATL,AEX
329394,ATL,MSN
833058,DFW,ORD
784579,TUS,LAX
499046,PHL,DFW
82392,OAK,DEN
1028571,DTW,SYR
669898,LAS,MDW
527949,EWR,EGE
917088,HPN,ATL
623533,BWI,BNA
472193,DTW,SGF
388302,MAF,DFW
465605,TYS,MSP
6546,GEG,SLC
324716,ATL,ICT
664376,PHX,SNA
922254,ATL,LFT
991906,MIA,MEM
906938,LAX,ATL
680365,RDU,PHX
690225,ONT,PHX
687701,SMF,ONT
255048,PHX,DEN
902596,PHL,SLC
128357,EWR,SYR
28318,RNO,SLC
880182,PBI,DCA
184221,SLC,FCA
759404,BOS,DCA
676539,OAK,SEA
497696,DFW,DEN
814378,LAX,ORD
810311,RDM,SFO
399736,ORD,ROC
687405,SAT,DAL
77757,CLE,MDW
308476,ATL,DCA
778427,ORD,DSM
506828,DFW,FLL
487909,SAN,DFW
152566,AUS,ATL
1032103,MSP,RDU
735755,ELP,PHX
470293,PFN,MEM
869728,LAX,PHX
417291,BOS,JFK
417263,JFK,BOS
430007,MSP,SMF
640467,LAX,OAK
383577,DFW,LFT
704488,CLE,DCA
910232,ATL,MLU
958329,ATL,BMI
400947,ORD,LIT
5557,SMF,SEA
12717,FLL,PHL
510782,BDL,DFW
642341,TPA,BHM
791204,SFO,SLC
761064,BGR,CVG
79794,SAN,SJC
432382,IND,MSP
152333,CVG,BNA
138148,LAS,SAT
452232,MKE,DTW
282830,BUF,CLT
495060,MIA,JFK
809007,PIA,DEN
990016,CLE,ORD
488520,DFW,SJU
28531,SEA,OAK
80254,TPA,FLL
674975,BWI,CMH
857348,LGA,DCA
1014435,MSP,MCO
521054,LAX,SFO
490295,MIA,IAH
6325,DAL,AUS
239894,ORD,IAD
45819,DAL,HOU
50461,MDW,MHT
761247,CVG,ALB
821356,SAT,DEN
1032958,ATL,IAH
531417,HNL,OGG
858587,PBI,CLT
277867,ATL,PHX
612878,ABQ,PHX
967601,DFW,LFT
723690,EWR,IAD
455495,GFK,MSP
667713,PHX,MCI
287780,PHX,SMF
98320,SAT,RDU
681316,BNA,CMH
159367,CVG,AUS
575236,MSY,IAH
530908,HNL,KOA
365875,IAD,ATL
645046,PHX,SNA
902416,ATL,MIA
712095,STL,IAH
764331,DCA,JFK
276268,PHX,ORD
139324,CLT,STL
1027022,ATL,MSP
586992,IAH,DCA
648921,SJC,ONT
129737,RAP,DEN
397308,HOU,DFW
30446,MCO,RSW
135097,CWA,ORD
891673,TPA,ATL
892195,ATL,CHS
994037,ORD,GRB
784206,SFO,MFR
885161,BWI,MCO
1046367,MEM,EVV
156153,CID,CVG
339392,ATL,MEI
466726,LIT,MSP
478374,JFK,LAX
941643,BWI,DAY
133971,MRY,PHX
209428,RDD,SFO
312119,LGA,ATL
101795,DEN,LAX
481830,DFW,FAT
922430,ATL,FSM
739954,CLT,SDF
129042,IAH,LIT
94687,ONT,MCI
1004097,MSP,PHX
381809,SNA,SJC
167916,PHL,CVG
871266,PHL,DFW
701418,SEA,LAX
797386,YUM,IPL
875858,CLT,EGE
480375,TUL,DFW
884682,TPA,CLT
42953,LAS,LAX
954657,ATL,HPN
47658,PHX,MDW
139625,MTJ,DEN
41393,SLC,OAK
636977,LAS,STL
603754,PIT,ATL
943510,BWI,FLL
360,LAX,MDW
6883,LAS,RNO
375458,HNL,SJC
950685,MSP,ATL
959151,LAX,HNL
4459,OAK,LAX
157167,SAV,LGA
659144,DTW,BNA
572947,IAH,SJC
643560,ISP,FLL
350363,DEN,MSP
311,LAS,STL
252975,LAS,LAX
907221,CVG,PHX
610767,LAS,SMF
415235,BDL,ORD
252232,LAX,LAS
996799,IND,ORD
42882,JAX,TPA
358384,SRQ,STL
287671,PHX,IND
53895,PHX,SMF
63627,PHX,STL
491358,ORD,FLL
584930,EWR,LAX
756749,CVG,BNA
719140,OMA,IAH
273401,ONT,PHX
461331,DTW,TUL
582840,EWR,MCO
53217,MCO,HOU
892918,ATL,DEN
148917,ORD,MDT
387895,DFW,LBB
1004890,CLT,MSP
769703,SLC,ABQ
508997,ORD,EWR
981856,DFW,XNA
571108,EWR,SAN
517111,ELP,ORD
32653,HOU,FLL
255034,MIA,DEN
872220,FLL,PHL
124767,DAL,IAH
1040426,STL,MSP
897661,MIA,ATL
707560,RIC,EWR
317750,ATL,MIA
666977,MDW,BNA
1041578,DTW,IND
372114,ATL,MIA
8355,SLC,STL
104108,BUF,EWR
82241,MDW,PIT
226718,LAX,IAD
543374,LAX,SEA
1039125,DTW,CAK
129538,MFR,LAS
495916,DFW,SEA
948235,FLL,ROC
80098,SMF,PDX
826356,ORD,BOS
127407,IAH,GRK
933698,SFO,DEN
602705,ATL,JFK
791040,DEN,MSN
38443,AUS,SAN
687217,RDU,MCO
527647,ORD,EGE
652057,BNA,MCO
1039978,TVC,DTW
385651,SHV,DFW
250450,LAX,DEN
489623,DFW,MCI
51835,STL,DAL
473346,DTW,TYS
324485,LEX,ATL
747160,FLG,PHX
901277,IND,ATL
831910,ORD,DEN
71459,AUS,PHX
246496,SEA,SFO
416229,XNA,RDU
191314,IDA,DEN
1002093,LGA,XNA
428387,DTW,LAX
50326,MCO,SDF
15957,DAL,LIT
324387,ATL,ABE
72307,HOU,LAS
425739,IND,MSP
253085,ORD,FLL
351102,DEN,LAS
738618,GSO,ORD
936963,DEN,SLC
729301,GRB,ORD
900329,ATL,RSW
707347,EWR,IAD
297794,SAT,HOU
175994,SLC,RAP
1009238,DTW,LAX
331655,ATL,ILM
910084,ATL,IND
185395,ORD,SYR
189665,PHX,LAX
373839,ATL,BUF
233862,BOS,ORD
899640,ATL,SFO
431445,MCI,DTW
642144,SMF,BUR
20197,LAX,SJC
253250,LAS,ORD
697932,OMA,SAN
986404,ORD,BUF
138511,BMI,ORD
729541,ORD,CHS
740100,IAD,ATL
707902,IAH,OMA
669404,DEN,LAS
93917,STL,PHX
947336,BOS,ATL
556191,FLL,JFK
436164,BOS,MSP
166995,ABE,CVG
537820,LAS,SEA
890011,PHX,SJC
934613,DEN,LAS
445728,DTW,ORD
143065,IAD,GSP
936747,DEN,LAS
547011,FLL,JFK
845680,MCO,IAD
367080,CAK,BOS
406944,ORD,GRR
921315,ATL,GNV
168036,CLE,JFK
837675,ORD,STT
584586,IAH,BOS
403334,ORD,GPT
987103,CLT,MIA
681061,TPA,PIT
220848,EWR,SFO
386444,MCI,DAL
743133,ORD,CLT
619034,SAN,MDW
1039997,DTW,BHM
705945,DAL,IAH
849397,CLT,MCO
239625,DEN,SJC
876703,RSW,PHL
92678,OAK,BUR
525727,LAX,ORD
837170,LAX,ORD
165739,JFK,CMH
271876,IND,CLT
858225,CLT,SRQ
962672,LIH,HNL
1036267,MSN,DTW
132646,PHX,SBP
510680,BOS,ORD
757257,LGA,CMH
504439,MIA,SJU
685914,LAS,SMF
100712,TUS,LAX
453162,PHL,DTW
164148,SAT,CVG
668022,SAN,PHX
354434,LAS,CAK
919618,ATL,PVD
599636,SLC,SFO
155411,GRR,CVG
543747,PDX,LAS
958058,MCO,ATL
788146,DEN,SAT
1029309,EWR,DTW
46185,HOU,PHL
943311,ATL,FLL
251160,ORD,TPA
110068,BWI,CLE
715600,EWR,PIT
925117,ATL,TYS
920113,MGM,ATL
601327,ATL,IAH
368296,ATL,PHX
232170,ORD,SAN
346334,DEN,IAH
688392,BWI,CMH
573853,LAX,IAH
1001198,DCA,LGA
627859,MDW,CMH
279971,PHX,LAX
64759,BUF,BWI
1046085,AUS,MEM
322677,JAN,ATL
887053,PHL,FLL
92287,MCO,FLL
697508,AUS,JAX
180289,SLC,LAX
970479,AUS,DAL
373470,BUF,MCO
924970,ILM,ATL
1023882,DTW,LAS
1027544,MSP,STL
701455,TUS,LAX
136715,IAD,LGA
741004,ORD,CHS
454283,ATL,HOU
594880,ATL,RNO
135605,SAV,IAD
129262,CPR,DEN
794121,MOD,LAX
585432,CLE,IAH
355193,LGA,ATL
455844,DSM,MSP
84022,BNA,PHX
989901,ORD,OMA
28642,SJC,SAN
677438,SMF,PDX
291032,PHL,BDL
893190,JFK,PHX
538926,FAI,SEA
61409,BWI,ALB
1046942,MEM,GSP
21539,SAN,SJC
742651,SAV,CLT
708124,DAL,IAH
325420,CHA,ATL
686939,PHL,RDU
291614,BOS,PHX
826124,ORD,BOS
114376,MSY,IAH
162826,RDU,LGA
252927,FLL,ORD
902189,LAX,MSY
910887,LEX,ATL
593687,ATL,FLL
303876,ATL,ONT
812544,KOA,SFO
563704,PHX,IAH
748151,CVG,RIC
416394,BOS,RDU
908455,ATL,SJU
854890,PHL,FLL
28957,TPA,MDW
699546,TUS,OMA
37202,PDX,SLC
877688,PHX,ABQ
83040,RNO,LAX
384444,DFW,TXK
489418,AUS,DFW
402785,ORD,ALB
857632,PHX,BOS
1005322,SEA,MSP
860523,CLT,PIT
250331,RDU,ORD
537767,SEA,PHX
477197,JFK,LAX
893687,BHM,ATL
689084,ISP,MCO
231623,ORD,DSM
56549,ONT,SJC
476035,MEM,BWI
489236,SEA,DFW
135284,IAD,ROA
188286,DEN,SLC
838772,EWR,DEN
548128,BTV,JFK
287391,MIA,CLT
208808,DEN,SLC
300687,PHX,BUR
311098,PHX,SLC
1042950,MCI,MSP
140144,GSP,ORD
956621,MDW,ATL
720694,IAH,GRR
622164,PHX,LAS
109202,EWR,IAD
988895,ORD,CMH
693424,MSY,FLL
877023,CLT,LGA
112860,SYR,EWR
522469,STL,LGA
117000,MSP,CLE
560543,MCO,EWR
1017322,MSP,DTW
855649,CLT,SAV
377983,KOA,HNL
957578,ATL,BOS
504988,DFW,FLL
942791,ATL,STL
329483,ATL,AEX
923117,ATL,GPT
463598,MSP,SGF
1045592,CHA,MEM
