Index,Origin,Dest
892857,LAS,FLL
507472,DFW,OKC
756872,CVG,CHS
512992,EWR,MIA
951808,ATL,SRQ
871701,TPA,CLT
424570,MEM,LAX
367910,MCO,ATL
626320,SMF,SEA
211128,HPN,ORD
263367,ORF,CLT
987250,MKE,MQT
110186,IAH,BNA
58118,BWI,RDU
175363,OKC,LAX
644316,MDW,MCI
876375,PBI,PHL
159402,CVG,DTW
16869,MCI,MDW
437818,LAS,MSP
701538,SMF,LAX
560326,IAD,BOS
943720,MCO,IND
82090,MDW,BNA
708892,IAH,CVG
207055,OAK,LAX
698955,MSY,AUS
496910,SNA,DFW
488813,DFW,JAX
157532,CVG,JFK
625986,SAT,DAL
730333,PHX,FLG
672361,BWI,BNA
703760,BRO,IAH
699427,MCI,AUS
950723,PHL,ATL
1026062,MDW,MSP
918371,ATL,ILM
508481,DFW,SFO
789851,BZN,DEN
935571,LGA,DEN
82511,OKC,BWI
600034,ELP,ATL
1025794,LGA,MSP
805513,DEN,LNK
771147,MKE,PHL
431946,DTW,MKE
326794,DTW,ATL
19226,BWI,PVD
701395,PHX,LAX
532393,LIH,HNL
416672,RDU,BOS
411353,TOL,ORD
846134,IAD,MCO
775510,PIA,DEN
301770,ALB,BWI
542808,SAN,SEA
792921,LAX,SAT
109356,CLE,STL
347785,ATL,DEN
465909,MCI,MSP
12659,ELP,DAL
67903,ABQ,DAL
892181,ATL,RIC
953722,PHL,FLL
76711,RNO,BOI
407954,ORD,IND
777866,BTM,SLC
577866,ORD,IAH
527422,ORD,HDN
654819,TPA,BNA
146473,COS,PHX
215320,ATL,MSP
717775,EWR,OKC
317940,JAX,ATL
438734,IND,MCO
440539,MEM,EWR
176236,SLC,MSY
304586,ATL,SAV
723639,IAH,OKC
493693,MCI,DFW
286009,LGA,DCA
619344,SLC,LAS
287211,LAS,LAX
427733,MEM,IND
505672,ORD,LAX
373417,ATL,RIC
1010745,SMF,MSP
83237,SDF,MDW
246847,SFO,LAX
968744,DFW,MLU
937506,DFW,DEN
60242,PVD,MCO
676080,MCO,CLE
1046169,SDF,MEM
870181,PHX,SAN
900017,TPA,CVG
1018291,MSP,MOT
668361,SMF,LAX
779137,MFR,SLC
243519,JFK,LAX
964351,SAN,LAX
137131,ATL,CLT
442813,RAP,MSP
119764,EWR,SYR
97795,SAN,GEG
680317,PVD,LAS
550295,RIC,BOS
843655,MCO,DEN
82684,PHL,JAX
130917,IAH,CLT
1009523,DTW,LAX
221237,LAX,ORD
269520,DTW,PHX
781969,ASE,DEN
677864,BHM,TPA
330875,ATL,ICT
609561,BHM,HOU
705463,IAH,ORD
227970,SEA,DEN
239490,SFO,DEN
611451,OAK,DEN
68087,BNA,BWI
506738,MIA,DFW
743550,EGE,DEN
967838,DFW,LAW
218713,JFK,LAX
176657,ORD,CHS
561256,BOS,OAK
867015,CLT,SJU
758903,SAT,CVG
365586,ATL,LAS
571913,IAH,CMH
252080,LAS,DEN
137381,IAD,BDL
992298,IND,ORD
815568,SFO,BOS
699088,RDU,MCI
470133,MEM,GSP
419337,LGA,RDU
945143,PHX,MKE
78999,MDW,SAT
170158,CLE,ORD
733846,ORD,BUF
545008,FAI,ANC
325786,OKC,ATL
849438,CLT,PHX
339313,MGM,ATL
611964,PHX,SLC
153311,CVG,IAH
45675,BWI,RDU
382778,LAX,SJC
865512,BOS,PHL
395938,JAN,DFW
404871,RIC,ORD
1005556,MEM,MIA
342389,GTR,ATL
232953,MCI,DEN
762194,CVG,LGA
1008374,DTW,MEM
511319,ORD,AUS
868283,FLL,DCA
943780,MLI,ATL
799503,SFO,EUG
380963,SAN,LAX
917225,ATL,FNT
941009,CAK,ATL
458085,DTW,HPN
1006703,PDX,MSP
1018248,MKE,MSP
269232,CLT,DCA
574502,EWR,STT
791167,OKC,ORD
521841,DCA,STL
832109,DEN,SFO
606478,BHM,JAX
8656,ABQ,PHX
341877,ATL,STL
319515,DCA,ATL
638671,SLC,LAS
706380,EWR,DCA
235380,MSP,ORD
990571,ALB,ORD
59384,MDW,CMH
575722,IAH,SJU
1030412,MEM,BTR
662907,JAN,BWI
64558,AUS,BNA
967756,SPS,DFW
172227,LAX,PHX
564029,EWR,SAT
258621,PIT,BOS
957551,TPA,ATL
983115,ORD,SGF
40648,PHL,FLL
765774,LAS,PSP
443371,DTW,IND
345246,LIT,ATL
890080,PVD,PHX
609715,BUR,OAK
384413,TXK,DFW
262908,CLT,SAV
434039,MSP,BOS
321271,DEN,ATL
745781,IAD,CLE
141284,RAP,DEN
343362,ATL,TRI
123288,COS,IAH
994284,PIA,ORD
949706,FLL,ATL
719015,MHT,EWR
263119,LAS,DFW
628637,SAN,SMF
801279,DEN,ASE
507468,DFW,OKC
622903,SNA,OAK
39802,LAX,SMF
678613,HOU,DAL
615774,SEA,RNO
577859,ORD,EWR
505300,DFW,ATL
743463,CLT,PNS
979821,SHV,DFW
792204,PSP,LAX
215079,PIH,SLC
839798,DEN,IAH
697312,TUS,SMF
108445,EWR,DTW
435019,MCI,DTW
441602,IND,DTW
35907,HOU,SAT
105750,MSN,CLE
353942,SAT,DEN
145880,IAD,BOS
733778,LIH,HNL
978137,DFW,JAN
939500,ATL,IND
995625,TOL,ORD
527331,DFW,ORD
949239,PNS,ATL
110713,MEM,IAH
169173,MSY,CVG
680213,PHX,PHL
246750,PIT,ORD
494775,IAD,SJU
448235,MSP,MOT
436490,DTW,MHT
360348,TPA,ATL
642519,ABQ,SLC
930272,VPS,ATL
324261,MGM,ATL
371714,LAS,BMI
174726,SNA,LAX
235050,DEN,SLC
957841,BWI,ATL
527117,ORD,MSP
395219,TYS,DFW
179610,SBA,LAX
645943,ABQ,PHX
864323,CLT,MCO
475310,MEM,RSW
295269,PVD,CLT
687761,SNA,PHX
151824,CVG,DTW
176180,SFO,SLC
647113,LAS,LAX
136121,OGG,HNL
976520,SHV,DFW
849988,PHX,IND
437092,DTW,MSP
921468,OMA,ATL
120698,LEX,IAH
858978,SNA,PHX
254065,SFO,LAS
501270,STL,ORD
570896,SAT,IAH
792761,LAX,PDX
305889,TPA,ATL
193820,SFO,MFR
310618,PHL,ATL
292864,BOS,LGA
90971,BUR,PHX
597175,ATL,RDU
954813,BOS,ATL
624288,LAS,ABQ
401272,MSN,ORD
494172,MCO,SJU
87528,BUR,OAK
775191,YUM,LAX
681022,TPA,FLL
71233,TPA,FLL
215398,BUR,SLC
856860,CLT,IND
63809,SAN,OAK
418060,BDL,RDU
779772,PIA,ORD
831414,PIT,ORD
917131,HHH,ATL
442705,IND,TPA
705179,DAL,IAH
3519,LAS,ABQ
72199,FLL,PHL
762571,BOS,CVG
978704,GRK,DFW
709046,IAH,LIT
977995,DSM,DFW
376637,HNL,OGG
867273,LAX,PHX
42742,HOU,MSY
440458,BTR,MEM
283402,MCO,CLT
34052,PHX,OMA
689463,LAX,SJC
34553,SLC,BWI
15679,BWI,BUF
876142,LAS,CLT
917111,HHH,ATL
126484,JAX,EWR
1030035,MDW,MSP
1022581,EWR,MSP
210878,LAX,SMX
734875,CAE,ORD
334278,ORF,ATL
216069,IND,ORD
118824,CRW,IAH
366135,SWF,TPA
849250,AUS,PHX
836350,ORD,DEN
197028,LAX,PSP
936973,SJC,DEN
993343,ORD,CMH
648231,PDX,SMF
589715,GSP,ATL
286218,PHL,MHT
871421,PHX,IND
972106,DFW,PNS
262259,PHL,TPA
220940,DEN,SAN
786312,LEX,ORD
170536,DEN,DRO
24712,PHX,SEA
61077,ABQ,OAK
769685,SLE,SLC
328246,AEX,ATL
332901,PVD,ATL
352033,DEN,MDW
338010,ATL,DTW
944176,BWI,ROC
919736,ATL,SDF
525492,PHX,DFW
497517,STL,MCO
15657,BWI,AUS
269722,LAX,PHX
940669,RSW,ATL
837316,IAD,LAX
1000702,DCA,JFK
483389,ORD,LGA
547852,LGB,FLL
431940,DTW,MKE
350555,SMF,DEN
907747,SMF,ATL
532761,KOA,HNL
378987,OGG,HNL
811644,LAX,JFK
802873,TUS,LAX
763890,CVG,ALB
925189,ATL,OMA
1016940,MSP,DTW
280630,FLL,CLT
264080,CLT,MCO
530959,HNL,LIH
870792,DCA,BUF
600426,SLC,ATL
803511,ACV,SFO
907348,SFO,ATL
224176,IAD,SFO
552005,BUF,JFK
413576,ORD,HPN
989149,EVV,ORD
822566,DEN,BOI
1021316,MIA,DTW
786607,LAX,ABQ
353275,DEN,DAY
685625,IND,LAS
211919,SGU,SLC
355618,ATL,MKE
148896,ORD,CLT
482230,ORD,LGA
289233,CLT,ORD
908182,LGA,DCA
772627,ELP,DEN
566982,LAX,EWR
208476,SFO,ONT
238181,LGA,ORD
358202,MCO,PHF
886541,MDW,LAS
1027145,DTW,MDW
94189,FAT,ONT
179802,SFO,RDM
870101,PHX,IAD
132435,LAS,RNO
150446,PIT,CLT
188343,SGF,DEN
978115,CVG,DFW
47702,PHX,SAN
725041,ROC,CLE
730597,CLT,MCI
59124,LBB,DAL
881371,LGA,DCA
840102,MCI,DEN
1024131,CLE,MSP
974971,CRP,DFW
770437,ORD,ATW
220563,LAX,HNL
15618,BUR,PHX
391496,DFW,PIT
747974,OMA,CVG
880090,MCO,PHL
842172,LAX,DEN
102297,GEG,LAX
376427,HNL,LIH
940157,ATL,JAX
801710,BZN,SLC
598183,ATL,RIC
243784,SAN,SFO
814137,IAD,ORD
853018,CLT,MYR
708154,BNA,CLE
931496,DAY,ATL
206571,DEN,FCA
793058,DEN,ASE
302138,BWI,ISP
593349,ATL,SAN
413586,ORD,HPN
463024,MCI,IND
118283,MKE,IAH
575957,EWR,DEN
164399,MEM,CVG
424778,MSP,SAN
884423,PHX,MSP
243514,JFK,LAX
467363,TUL,MSP
27973,PHL,PIT
534832,PHX,SEA
659561,LAS,IAD
453695,STL,CVG
803528,SBA,LAX
826266,MSY,ORD
606766,BWI,PIT
220773,SFO,EWR
496493,ICT,DFW
738868,ORD,CID
856524,RSW,CLT
334874,ATL,BUF
974079,CLE,DFW
569427,IAH,MSP
716606,LEX,IAH
470177,GSP,MEM
697956,COS,SAN
795134,SLC,IDA
932,MSY,BNA
38393,AMA,DAL
478405,LAX,JFK
419124,LGA,RDU
827143,ORD,JAC
113234,MSY,IAH
982217,ORD,CMI
596344,ATL,SDF
473938,DTW,TYS
308928,BOS,FLL
448283,LSE,MSP
945764,MSP,MDW
409394,ORD,EVV
350359,DEN,MDW
946868,IND,ATL
528581,LAX,DFW
168147,CVG,GRR
69766,MDW,OAK
791886,ELP,SLC
741066,PHX,COS
233894,ORD,BOS
244757,IAD,SFO
683600,PHX,LAX
960047,HNL,LIH
966297,SFO,SNA
826920,ORD,MSP
867316,MCO,PHL
803548,ACV,SFO
381267,LAS,LAX
595471,ATL,PDX
297414,PHX,BUR
283011,CLT,PHL
119689,LIT,EWR
224973,SLC,DEN
81731,LAX,AUS
367233,MCI,ATL
1042825,MSP,MCI
329381,GRK,ATL
840824,DEN,BOS
781809,PHX,LAX
775995,MKE,MSN
627610,LAX,RNO
617324,HRL,SAT
396919,DFW,FSM
1019857,GRR,DTW
818098,DEN,ICT
101767,PHX,LAX
933688,DEN,PHX
29463,BWI,RDU
915444,ATL,CSG
851808,DCA,ALB
582471,EWR,JAX
355808,DAY,BWI
560304,FLL,LGA
227425,LAX,DEN
51317,RNO,SJC
553249,JFK,RDU
187726,RDM,PDX
448619,FNT,DTW
364796,SAN,ATL
767078,LAX,SBA
964703,LAX,SAN
956553,LGA,MCO
770049,SFO,SMF
787758,CLD,LAX
827297,PHL,ORD
704405,EWR,MSP
117774,IAH,MKE
354189,ATL,RSW
260080,SFO,PHX
151488,LGA,GSP
931895,SAN,DEN
238822,ORD,LGA
348585,DEN,IAH
940676,RSW,CAK
656744,MDW,ISP
685587,HOU,STL
678589,HOU,AUS
584723,DFW,IAH
77125,SNA,SMF
572759,IAH,RDU
140386,ORD,DSM
642913,BWI,MCI
892622,SLC,JAC
1042989,MCI,MSP
837345,ORD,SEA
81976,MCO,BUF
452461,DTW,BNA
854306,CLT,ORD
404363,ORD,ICT
857532,PHL,DFW
551833,PBI,LGA
274323,DCA,LGA
379097,HNL,OGG
58585,HOU,JAN
160677,LGA,GSO
919943,ATL,MLB
1010487,BOS,DTW
512170,DFW,SEA
179343,SLC,PSP
537901,SEA,ANC
869649,LAS,LAX
110955,PIT,EWR
636012,BWI,DEN
1039117,DTW,CAK
560797,EWR,MCO
959133,HNL,LAX
1022814,RSW,DTW
307621,ANC,SLC
989461,ORD,RIC
704481,CLT,EWR
331363,CAE,ATL
403051,IND,ORD
634123,MDW,TPA
566186,EWR,IAH
834188,LAX,DEN
975952,LBB,DFW
732835,CLT,RIC
768683,MOD,SFO
764590,JFK,BNA
273234,LAS,SEA
676466,OAK,LAS
682158,HOU,TPA
27332,MDW,AUS
120693,IAH,PIT
153641,CVG,SAV
200909,AUS,MCI
307,LAS,SNA
315917,JAX,ATL
961883,HNL,ITO
293162,DCA,CLT
877607,PHL,FLL
1004241,MSP,PHX
164799,CVG,LEX
529396,ORD,PHX
833173,ORD,STL
922641,MDT,ATL
255338,ORD,LAS
731872,PVD,IAD
828306,OMA,DEN
218668,LAX,JFK
49810,LAS,LAX
777946,ASE,SLC
771655,IYK,LAX
753550,CMH,CVG
991356,ORD,MEM
945572,FLL,ATL
938201,SAN,DEN
626126,SJC,BUR
543718,ANC,OME
658370,ABQ,ELP
886617,MDW,PVD
23019,FLL,MDW
838868,PIT,ORD
777748,SLC,BZN
906938,LAX,ATL
474824,MGM,MEM
202152,LAX,SLC
490346,DFW,SJU
512968,EWR,MIA
1043237,OMA,MSP
965744,SAN,SJC
979436,GSP,DFW
282694,SNA,PHX
741139,PHX,TUS
16252,HOU,HRL
87788,CRP,HOU
826281,ORD,MSP
821176,ABQ,DEN
1043682,LIT,MSP
327356,CVG,CAE
407261,CMH,ORD
794432,ONT,SFO
895668,SAN,ATL
888347,BUF,BWI
305263,SRQ,ATL
581485,BOS,EWR
797909,IDA,DEN
686432,MDW,PDX
730861,KOA,HNL
406952,ORD,GRR
309788,ONT,ATL
27166,MCI,LAS
115048,IAH,DFW
171463,BFL,SFO
278989,PHX,SMF
232816,ORD,MSY
94511,GEG,ONT
621196,LAX,SMF
561346,FLL,PSE
74342,SJC,ONT
793809,LAX,SJC
606313,TUS,ABQ
942410,MCO,ATL
852646,SAN,CLT
255879,LAS,ORD
275076,RDU,PHL
470492,MEM,CMH
292249,MYR,CLT
1003034,CLE,LGA
749383,CVG,MCI
475399,STL,MEM
974180,HSV,DFW
197202,RDM,PDX
361216,ATL,SAV
852292,PHL,BWI
616084,STL,DTW
180899,SLC,FCA
298923,DAL,HOU
596935,EWR,ATL
372230,BWI,FLL
526953,ORD,DFW
583808,PHL,IAH
115617,EWR,ORF
532301,HNL,OGG
691523,AUS,DEN
34433,SEA,OAK
506449,DFW,IAH
452350,MSP,DLH
139887,TUS,PHX
906114,PIT,ATL
368533,LGA,MCO
50744,OAK,SEA
691853,BWI,ISP
801738,JAC,SLC
377921,LIH,HNL
665483,BNA,SAN
191944,SLC,LGB
515290,BOS,ORD
945519,CAK,RSW
349218,MCI,DEN
917717,ATL,SDF
387802,BTR,DFW
248343,BDL,IAD
593602,ATL,PDX
199813,SAN,LAX
525718,LGA,BNA
250993,DEN,ONT
648898,SJC,LAS
517520,SJC,AUS
696372,GEG,RNO
660191,MDW,LAS
996895,BDL,ORD
842605,DEN,ONT
715259,EWR,MSY
140618,ABQ,PHX
529891,HNL,ITO
989188,DSM,ORD
521134,SFO,LAX
637658,OAK,HOU
1031265,DTW,MKE
290755,LAS,CLT
661578,SNA,SJC
417090,BOS,JFK
156416,ORF,CVG
945758,MLI,MCO
742869,DFW,CLT
866547,PHX,SFO
42051,BUR,LAS
65133,DAL,LBB
91414,DTW,BNA
674838,BNA,RDU
952349,ATL,BUF
675437,HOU,DAL
534268,FAI,ANC
929408,ATL,FLO
458504,DTW,BGR
503336,IAD,DFW
218947,OGG,SFO
345328,ATL,CHS
277175,LAX,PHX
601783,DEN,ATL
347712,SFO,DEN
119386,EWR,CMH
921999,ATL,SAT
37925,SJC,SEA
131945,PHX,TUS
800937,BOI,SFO
989621,GRR,ORD
542869,JNU,ANC
314011,PBI,ATL
470876,MEM,CLE
518715,DFW,MCO
339309,MGM,ATL
153206,CVG,IAH
158019,CVG,RDU
520775,SNA,ORD
824199,ORD,ATL
793999,LAX,FAT
488847,BWI,DFW
361134,ATL,MCI
887537,SAN,SMF
774761,SLC,JAC
98346,RDU,SAT
687938,TPA,STL
431793,DTW,ATL
892269,ATL,LAS
601538,BOS,RSW
187999,ORD,MBS
869670,LAS,PHL
874017,PHX,ABQ
626643,AUS,DEN
22288,AUS,PHX
223689,DEN,CMH
833769,MSP,ORD
401733,BHM,ORD
587128,PHL,IAH
91394,DEN,OAK
575501,MCO,EWR
83549,SNA,PHX
673919,PHX,ONT
114877,BTR,IAH
329685,GNV,ATL
155029,CVG,MEM
926911,BUF,ATL
677298,SJC,LAS
475383,MEM,CHA
183599,DEN,TUL
364616,LAS,ATL
126958,EWR,IAD
953902,ATL,FLL
525506,MSY,DFW
187880,GJT,DEN
841174,ORD,BWI
862850,BOS,DCA
802289,SFO,BUR
1046288,AUS,MEM
1018791,SEA,HNL
488157,MIA,JFK
124786,LIT,EWR
185086,SNA,SFO
1036982,DTW,BGM
493141,BNA,DFW
434200,BDL,MSP
331578,ILM,ATL
1039313,CVG,DTW
985130,ORD,FWA
76523,PHX,ELP
573307,IAH,CLE
722587,EWR,BNA
775958,MCI,SAT
137054,RIC,CLT
251338,ORD,TPA
678512,ELP,PHX
94473,BOI,ONT
580442,EWR,IAH
493124,BNA,DFW
392798,DFW,HOU
83633,STL,SDF
667956,RSW,MCO
694271,SAT,DAL
33021,LAS,SMF
1034334,MSP,CID
973416,DFW,SHV
392004,DFW,HSV
341756,CVG,HSV
178809,MFR,DEN
1042936,MLI,MSP
157344,TRI,CVG
352978,SMF,DEN
710552,STL,IAH
941434,ATL,DFW
556358,JFK,SLC
429723,BOS,DTW
265701,LAS,ORD
337368,LIT,ATL
188416,MKE,PIT
378822,HNL,OGG
3002,DAL,HOU
1017692,LAX,IND
159448,CLE,CVG
594933,ATL,MCI
278245,DCA,LGA
52274,BUR,SMF
357478,MDW,ATL
112122,MHT,EWR
890930,TPA,ATL
537406,SEA,LAS
249385,SAT,DEN
457977,DTW,RIC
8801,BNA,BWI
421104,SDF,LGA
977432,DFW,EVV
682491,LAS,SNA
1027283,DTW,GRR
438156,MSP,MKE
952772,IND,MCO
925762,AEX,ATL
48070,SDF,TPA
577893,IAH,MSY
753869,CVG,MIA
718889,IAH,SAV
693681,ONT,SMF
909503,LGA,DCA
965060,SAN,LAX
955477,ATL,MDW
777204,SFO,BUR
465895,LNK,MSP
663365,MCI,LAS
557636,AUS,JFK
483667,ORD,RDU
822565,DEN,BOI
510075,ORD,TPA
61814,DEN,SEA
636087,BWI,PHX
308353,MCO,ATL
886252,MAF,DAL
464494,LGA,IND
355254,MCO,PHL
487997,SAN,ORD
397182,FWA,DFW
556397,LGB,JFK
315374,LAX,BDL
975931,ORF,DFW
115179,IAH,CRW
980426,DFW,AMA
811451,JFK,SFO
509233,DFW,MEM
284172,CLT,DCA
564763,DCA,IAH
533483,KOA,LIH
85662,MDW,PHX
420898,LGA,XNA
776637,LAX,SMX
408806,DSM,ORD
925354,ATL,CLT
340013,DAY,ATL
627663,LIT,HOU
823936,PHL,SFO
1029140,IND,DTW
547188,JFK,PWM
398015,DSM,DFW
954602,ATL,CLT
919811,ATL,VPS
397148,DFW,FWA
195946,DFW,LAX
808881,ORD,TUL
103178,GRR,CLE
168014,CVG,DFW
228186,SAN,DEN
50463,MDW,MSY
765335,SMF,SLC
301030,SAN,MCI
107564,BPT,IAH
571400,IAH,PHX
929704,ATL,JAN
143118,JAX,IAD
108834,EWR,BWI
146368,BOS,IAD
29985,LAS,BUR
913858,STL,ATL
528962,LAX,DFW
65133,DAL,LBB
617928,MCO,FLL
809371,PSP,DEN
800918,SFO,ONT
310896,ATL,LGA
448052,STL,MSP
34446,SEA,SJC
508697,MIA,MSY
210583,SLC,MSO
739204,CLT,GSO
850437,CLT,LAS
505207,MEM,DFW
506640,ORD,MIA
1041634,BDL,IND
881737,PHX,MCI
75764,LAX,LAS
341214,PIT,ATL
733933,PHX,FAT
984224,OKC,ORD
421667,LGA,CLE
575175,IAH,SNA
616109,STL,MDW
887934,SNA,SMF
618752,PHX,LIT
57378,SMF,SAN
363632,ATL,BOS
514862,DFW,IAD
655515,CRP,HOU
346942,MCO,DEN
716124,PHX,IAH
371479,ATL,PIT
907632,FLL,BOS
1026833,MSP,ATL
904641,ATL,MIA
714536,IAH,ATL
564369,DEN,IAH
629395,BUR,PHX
806751,SFO,SMF
227778,ORD,GSO
641299,ORF,BWI
806665,SLC,SEA
158385,CVG,SDF
145721,CLT,PWM
720965,EWR,BDL
767492,FAR,ORD
24374,ONT,LAS
652687,HOU,DAL
713661,IAH,DAL
466404,DAY,MSP
735689,CPR,DEN
971909,MAF,DFW
310616,ATL,MCO
664482,RNO,LAS
981766,DFW,CRP
582861,EWR,AUS
352301,LAS,DEN
488233,CLT,DFW
923799,ATL,TUL
50547,MDW,STL
809857,SLC,OMA
50046,LAX,PHX
690419,PHX,DEN
979487,SGF,DFW
732482,ORD,GRB
1023713,BDL,DTW
438608,HNL,MSP
401916,BWI,ORD
634486,PDX,SJC
494061,MIA,PHL
232630,DEN,DFW
284942,PHL,TPA
497910,DFW,SFO
730577,CLT,EWR
118687,EWR,MCI
674771,BHM,SDF
52932,LAS,PHX
453436,MSN,DTW
252954,MCO,IAD
579355,EWR,SJU
203287,LAS,PSP
759668,SDF,ATL
354258,BWI,BOS
40840,PHX,RNO
669986,LAS,SAN
382635,SFO,SNA
982172,FNT,ORD
718521,STL,EWR
201453,LAX,SBP
384592,ACT,DFW
716201,EWR,PWM
670521,MDW,MCO
894803,ATL,MIA
46783,MCI,TUL
638539,SEA,RNO
501064,LAX,AUS
497626,MIA,DCA
320791,LGA,ATL
444566,DTW,LAS
332652,ATL,MLB
286886,CLT,MCO
557285,JFK,BOS
449611,DTW,CLT
874933,LAS,ATL
731692,ORD,BMI
595050,ATL,CLT
743974,PSP,PHX
736046,ORD,MSN
682383,LAS,ONT
620775,IND,BWI
333180,HSV,ATL
507337,ORD,TUL
846676,ORD,LAS
323005,SNA,ATL
944436,MLI,LAS
231230,BWI,DEN
207633,DRO,SLC
381110,LAX,LAS
1005450,LAS,MEM
599809,DTW,ATL
508390,SAN,ORD
258585,PHX,SEA
258640,PIT,PHL
288875,PVD,PHL
459106,DTW,FWA
184451,BFL,SFO
77146,STL,LAS
183715,XNA,DEN
176865,DRO,DEN
679264,MCI,MCO
226558,DFW,DEN
944541,STL,MCO
523646,DFW,XNA
518139,MCO,LGA
1015925,EWR,DTW
1378,PHX,ELP
357958,BWI,CLT
640789,MDW,BWI
583125,EWR,DFW
93138,PHX,OMA
99899,SLC,ONT
552767,LAS,JFK
558289,JFK,BOS
939455,ATL,DEN
896586,TPA,BOS
95446,BFL,SMF
311998,ATL,LAX
661889,AUS,DAL
51648,SJC,SNA
222708,LAX,BOS
79207,OAK,SLC
422423,XNA,LGA
989200,ORD,DSM
5884,AUS,BNA
911248,MLB,ATL
67273,SAN,SFO
527722,EGE,ORD
967206,AEX,DFW
717759,IAH,ABQ
169987,MOD,SFO
638774,SMF,SAN
332628,CVG,GRB
865496,BOS,LGA
692347,HOU,DAL
652483,DAL,TUL
608555,PHX,MDW
418933,STL,JFK
689993,MSY,HOU
813178,SFO,HNL
244073,SFO,IAD
101341,LAX,SMF
1027512,STL,MSP
203036,OXR,LAX
214484,MEM,ORD
495948,ORD,LAS
737858,CPR,DEN
909632,DTW,ATL
410511,CLT,ORD
464971,IND,PHL
759275,JFK,ORD
565918,LAX,IAH
367048,BWI,BOS
435421,IAD,MSP
59996,PHL,RDU
986882,DAY,ORD
649323,TUS,MDW
907681,CVG,BOS
1004179,MSP,PHX
545887,PDX,ONT
305888,HNL,SLC
474302,LEX,DTW
629311,BNA,PHL
653896,PBI,ISP
418717,DCA,RDU
352144,DEN,IND
245089,ORD,SEA
714999,EWR,CLT
928453,ATL,MLU
755417,CAE,CVG
488565,ORD,LAX
834711,ORD,LGA
559649,SMF,JFK
587815,RNO,IAH
2685,BUR,LAS
838229,OMA,ORD
223455,PHL,LAX
918241,ATL,CAE
739165,CAK,ORD
530268,OGG,HNL
60118,PHX,OMA
575236,MSY,IAH
455105,MSP,IDA
791202,LNK,DEN
107832,BDL,EWR
706393,OMA,IAH
657051,OAK,PHX
878597,LAS,CLT
909015,ATL,JAX
11442,SJC,LAX
781460,IAH,ORD
452246,SDF,DTW
285491,CLT,DFW
365506,ATL,BWI
209839,CRW,ORD
1043084,OMA,MSP
307287,LGA,DCA
906357,BWI,ATL
700759,EUG,LAX
1012488,DTW,MSN
126437,MSN,EWR
743511,DEN,EGE
996894,BDL,ORD
397997,SAV,DFW
217054,SLC,MCI
869973,PHL,LAX
667623,PHX,ABQ
302068,BUR,SMF
885729,HOU,PHL
57081,SAT,BNA
186779,COS,DEN
569706,DEN,IAH
662190,BWI,BUF
57802,BNA,BWI
516464,MIA,ATL
297806,SAT,PHX
304570,MSP,ATL
612089,RNO,LAS
350843,DEN,OMA
163334,CVG,JFK
873675,LAS,SNA
301882,BHM,SDF
598205,SLC,ATL
522371,MCI,DFW
940571,MEM,ATL
39341,HOU,SAT
878728,LGA,DCA
801214,DEN,TUS
890302,ATL,BNA
803488,MRY,LAX
283411,MCO,DCA
1014866,MSP,ORD
780979,SAN,LAX
402233,ORD,OMA
183944,SGU,SLC
708814,MKE,IAH
75545,JAX,IND
297102,OAK,BUR
208714,DEN,ASE
128141,IAH,GSP
828490,SFO,DEN
229837,DEN,SEA
968408,DFW,GGG
772299,ORD,MLI
889826,PDX,LAS
966852,SJC,LAX
317349,SLC,SMF
514065,MSP,DFW
77332,ALB,BWI
410903,CVG,ORD
508002,DFW,DCA
240799,GEG,DEN
517210,LAX,SFO
292456,PHX,BWI
990885,ORD,ROC
474092,LEX,DTW
201017,SLC,BUR
764408,PIT,CVG
365168,FLL,ATL
398230,DFW,BTR
910445,ATL,PNS
178305,ASE,LAX
818699,SFO,MCO
841799,SJC,ORD
756678,CLT,LGA
208724,DEN,MEM
196037,LAX,SAT
710139,EWR,ORF
678437,DEN,MCO
574917,MCO,IAH
232510,PHL,ORD
643700,LAS,MDW
227188,DEN,DFW
289806,PHL,LAX
118975,COS,IAH
877741,PHX,GEG
617952,MCO,MDW
142536,ORD,CAE
385570,DFW,ABI
903566,CVG,SLC
691395,TUS,LAS
927811,SBN,ATL
852608,PVD,CLT
101424,PHX,LAX
983995,ORD,BHM
80496,BDL,TPA
575139,IAH,TUL
260571,DEN,PIT
501397,MSP,LGA
11329,SAT,MDW
189773,BZN,DEN
701099,LAX,PHX
586794,IAH,OMA
196000,SFO,BOI
110475,MKE,CLE
201048,PSP,SLC
438590,SEA,HNL
405673,EVV,ORD
257708,CLT,MCO
634523,PHL,MDW
339568,MSY,ATL
438823,DFW,MEM
814425,BUF,ORD
478703,ORD,BOS
360476,ATL,MCO
526650,DFW,ORD
731493,IAD,ATL
774853,AUS,SLC
88928,MCO,SDF
881136,DFW,CLT
295893,CMH,MCO
765154,SLC,EKO
965245,LAX,SAN
758783,ORD,CVG
405210,PIT,ORD
588521,EWR,ATL
851036,PHL,FLL
804589,MKE,CMH
884706,ABQ,AMA
574322,CLE,LGA
418655,MCI,RDU
415397,ORD,JAX
226949,ORD,DTW
332046,AGS,ATL
409296,MIA,CLT
884301,PHL,RDU
451308,STL,DTW
1016809,MSN,DTW
315130,TPA,ATL
395195,DFW,ABI
36061,LAS,CLE
